	Código Proyecto	Foco Apoyo	Tipo Intervención	Instrumento	Instrumento Homologado	Estado Data	Tipo Persona	Rut Beneficiario	Beneficiario	Título	Objetivo	Año Adjudicación	Financiamiento Innova	Aprobado Privado	Aprobado Privado Pecuniario	Monto Certificado Ley	Tipo Innovación	Mercado Objetivo	Criterio Mujer	Género	Sostenible	ODS principal	Meta principal	Economía Circular	Modelo de Circularidad	Región	Tramo Ventas	Inicio Actividad Económica	Sector Económico	Patron principal asociado	Tipo proyecto	R principal	Estrategia R Principal	Ley REP	Ley REP (Sí/No)	ERNC	Tendencia Final
155	24IRM-255252	Desarrolla innovación	Subsidio	Innova Región Mujeres	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	77105525-7	Sano y Sabroso SpA	Escalamiento para la fabricación masiva de una salsa vegana de cúrcuma a base de leche de almendras con propiedades funcionales antioxidantes, antiinflamatorias y fibra dietética.	Implementar un proceso de producción de la salsa vegana que permita su elaboración a mayor escala y la mejora continua del producto. En paralelo, obtener la información de vida útil del producto junto con su información nutricional y estudio de marketing. Este objetivo es la consecuencia del término exitoso del proyecto anterior de “Súmate a Innovar con economía circular”, en donde se obtuvo la formulación de la salsa y los parámetros adecuados para su elaboración a menor escala.	2024.0	67500000	$37.420.976	$37.420.976		Producto	Alimentos (excepto producción de vino y derivados)	Convocatoria	Femenino	Sí	ODS3				Región de Ñuble	Pequeña	2020-02-03 00:00:00	Turismo								Sin tendencia
160	24IRM-255241	Desarrolla innovación	Subsidio	Innova Región Mujeres	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	76852872-1	Marmar Servicios Pesqueros SpA	Desarrollo de metodologías de captura, desarrollo pesquero, productivo y comercial de Myxine glutinosa (Anguila Babosa) en la región de Valparaíso.	El objetivo del proyecto es la introducción productiva y comercial de la Anguila Babosa en el mercado pesquero artesanal de Valparaiso, mediante la validación y escalamiento productivo de nuevas trampas especializadas que permitan utilizar la capacidad ociosa de las embarcaciones en periodos de baja pesca general, intermediar la producción a plantas de producción pesquera para la producción y exportación de filetes congelados de anguila babosa a Corea del Sur y Japón.	2024.0	61500000	$54.350.000	$46.250.000		Proceso	Pesca y acuicultura	Convocatoria	Masculino	No	ODS8				Región de Valparaíso	Microempresa	2018-03-22 00:00:00	Comercio y retail								Sin tendencia
180	24IAT-271908	Desarrolla innovación con I+D	Subsidio	Innova Alta Tecnología	Innova Alta Tecnología	VIGENTE	Persona Jurídica constituida en Chile	90227000-0	Viña Concha y Toro S.A.	WINEOLOGIST™: Asistente inteligente multimodal basado en modelos híbridos de elección discreta e inteligencia artificial para el fortalecimiento del modelo de negocios D2C en Viña Concha y Toro.	Desarrollar e implementar un asistente inteligente multimodal (AIM) de predicción de preferencias y prescripción de productos basado en modelos híbridos de elección discreta (HDC) e inteligencia artificial (IA) que permita personalizar la experiencia de compra y consumo en los diferentes canales del modelo de negocios directo al consumidor (D2C).	2024.0	705438454	$573.007.737	$573.007.737			Vitivinícola	No	Masculino	No	ODS12				Región del Maule	Grande	1993-01-01 00:00:00	Alimentos (excepto vitivinícola)								Inteligencia Artificial (IA)
184	24IAT-267272	Desarrolla innovación con I+D	Subsidio	Innova Alta Tecnología	Innova Alta Tecnología	VIGENTE	Persona Jurídica constituida en Chile	76181614-4	REE UNO SPA	Tecnología de análisis de imágenes espectrales en zonas con presencia de vegetación, para la exploración de depósitos de tierras raras hospedadas en suelo o regolito (arcillas iónicas).	Madurar tecnología de análisis de imágenes espectrales de alta resolución sobre zonas con presencia de vegetación, para la identificación de depósitos de tierras raras en suelo o regolito (arcillas iónicas), logrando una exploración más eficiente, precisa, sustentable y no invasiva, con ahorros de un 76% de costos de exploración, mejorando la identificación y evaluación de estos recursos críticos y ampliando el horizonte de exploración minera al sur de Chile.	2024.0	697813860	$278.066.000	$278.066.000			Minería y metalurgia extractiva	No	Masculino	Sí					Región del Biobío	Grande	2011-12-19 00:00:00	Minería y metalurgia extractiva								Sin tendencia
185	24IAT-267198	Desarrolla innovación con I+D	Subsidio	Innova Alta Tecnología	Innova Alta Tecnología	VIGENTE	Persona Jurídica constituida en Chile	77017434-1	Sequre Spa	Chip-SeQRNG: Desarrollo y optimización para expansión comercial	Desarrollar una versión comercial avanzada de nuestro generador cuántico de números aleatorios (SeQRNG) integrando un chip fotónico para su producción global. Transformaremos el circuito óptico actual, basado en fibras y láseres, en un chip fotónico compacto. Este avance permitirá que nuestra tecnología se use en sectores que requieren versiones más compactas de QRNGs, como el automotriz e IoT.	2024.0	770930560	$192.732.640	$48.183.160			Multisectorial	Incentivo	Masculino	No					Región del Biobío	Sin ventas	2019-05-30 00:00:00	Tecnologías de la información								Sin tendencia
190	24CYE2-267141	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76810131-0	GlobalMet Latinoamérica SpA	Empaquetamiento y escalamiento técnico-comercial de la tecnología sustentable SmartETo para el monitoreo de riego que permita aumentar la eficiencia en el uso de agua y mejorar la productividad agrícola.	Empaquetar y escalar técnica y comercialmente a nivel nacional la Tecnología Sustentable SmartETo - Monitoreo de Riego, basado en inteligencia artificial, para aumentar la eficiencia en el uso del agua y la productividad agrícola, promoviendo su adopción en el mercado de la agricultura.	2024.0	144430000	$112.000.000	$65.440.000		Servicio	Agrícola (excepto cultivo de uvas)	No	Femenino	Sí	ODS6				Región del Maule	Microempresa	2017-12-13 00:00:00	Agrícola (excepto vitivinícola)								Inteligencia Artificial (IA)
191	24CYE2-267127	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	77085916-6	Kimun Biotec SpA	Salud y Bienestar Natural: Suplementos Funcionales de Kimun Biotec para el Mercado Global	Expandir y consolidar la presencia comercial de Kimun Biotec en los mercados de Estados Unidos y Canadá, mediante la introducción y posicionamiento de alimentos funcionales y suplementos dietéticos innovadores basados en especies vegetales nativas chilenas (Boldo, Culén y Palo Negro), cumpliendo con las regulaciones específicas de la FDA y Health Canada, y aprovechando las propiedades beneficiosas para la salud de estos ingredientes únicos.	2024.0	150000000	$140.316.000	$101.260.000		Servicio	Alimentos (excepto producción de vino y derivados)	No	Masculino	No	ODS3				Región de Ñuble	Pequeña	2019-10-28 00:00:00	Farmacéutica								Internet de las Cosas (IoT)
206	24CYE2-266988	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76706805-0	INWAY SpA	INWAY CAN para Flotas Inteligentes	Escalar comercial y productivamente a nivel nacional y Latam nuestra plataforma SaaS integral para la inteligencia de flotas, con el fin de abarcar nuevos mercado optimizando el consumo de combustible, mejorando la seguridad vial y reduciendo los costos operativos en empresas de transporte y logística, contribuyendo a la sostenibilidad ambiental y la eficiencia operativa.	2024.0	150000000	$100.194.000	$50.194.000		Servicio	Logística y Transporte	No	Masculino	Sí	ODS13				Región del Biobío	Pequeña	2017-02-22 00:00:00	Servicios de ingeniería o de conocimiento								Manufactura Avanzada (Advanced Manufacturing)
208	24CYE2-266965	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76475183-3	RUBTEC SPA	Consolidación y expansión nacional e internacional de RUBTEC, en base a manufactura avanzada de productos desarrollados a partir de reciclaje de caucho.	Escalar nuestra operación productiva y comercial, mediante el acceso de nuestros productos de caucho reciclado, de comprobado sustento en I+D, a nuevos mercados nacionales e internacionales, logrando consolidar y expandir nuestra empresa de base tecnológica.	2024.0	148698000	$150.174.000	$75.750.000		Producto	Química, caucho y plásticos (excepto industria farmacéutica)	No	Masculino	Sí	ODS13				Región del Biobío	Mediana	2015-07-08 00:00:00	Química, caucho y plásticos (excepto industria farmacéutica)								Green Technologies (Tecnologías Verdes)
224	24CYE-256512	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76863971-k	ATER PRODUCTOS, VENTA Y EXPORTACION SPA	Expansión nacional y desembarco internacional a Colombia y EUA de Kuma Pora, primer chip de camote orgánico, 100% artesanal y funcional; elaborado íntegramente en Rapa Nui con un modelo de triple impacto.	Establecer y desarrollar estrategías para expandir la línea de productos desarrollados por la empresa hacia Chile continental y delinear un plan de internacionalización para desembarcar en nuevos mercados.Capitalizar la experiencia actual para el despliegue de acciones comerciales, resaltando los atributos de origen, identidad y calidad; para incrementar ventas, generar valor social, ambiental y económico, y construir relaciones sólidas abriendo mercados a futuros desarrollos de la empresa.	2024.0	139802070	$60.057.930	$60.057.930		Producto	Alimentos (excepto producción de vino y derivados)	Incentivo	Femenino	Sí	ODS2				Región de Valparaíso	Microempresa	2018-05-18 00:00:00	Alimentos (excepto vitivinícola)								Green Technologies (Tecnologías Verdes)
231	24CYE-256476	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76886019-k	Sendu Spa	Sendu	Potenciar el crecimiento comercial a nivel nacional y posicionar a Sendu como la principal plataforma de logística integral, preferida por las Pymes en Chile. La iniciativa se enfoca en expandir la infraestructura existente, generando innovaciones implementables en Sendu Hub Multi-Transporte y, simultáneamente, desarrollando conexiones a la gestión de fulfillment con el nuevo producto Hub Multi-Bodega.La convergencia de ambos culminará en la creación del Sendu Hub Multi-Logística.	2024.0	149670000	$101.280.000	$50.880.000		Servicio	Logística y Transporte	No	Masculino	No	ODS13				Región de Valparaíso	Pequeña	2018-07-17 00:00:00	Tecnologías de la información								Mass customization
235	24CYE-256417	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76606912-6	NEUROTECH SpA	Consolidación y Expansión comercial, nacional e internacional, del dispositivo de Neurorehabilitación SmartFES para pacientes con pie caído.	Escalar la producción y comercialización del dispositivo SmartFES, asegurando su calidad y eficacia en línea con los procedimientos de la certificación ISO y la adaptación a las necesidades específicas de los mercados objetivo, para consolidarlo como dispositivo médico en el ámbito de la rehabilitación neurológica en Chile y Latinoamérica.	2024.0	149850000	$104.380.000	$54.480.000		Producto	Salud y Farmacéutica (en humanos)	No	Masculino	No	ODS3				Región del Biobío	Pequeña	2016-04-06 00:00:00	Servicios de ingeniería o de conocimiento								Sin tendencia
237	24CYE-256390	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76026631-0	SOCIEDAD DE INVESTIGACION, DESARROLLO Y SERVICIOS	Consolidación productiva y expansión comercial de selecciones maulinas de avellano europeo de alta productividad propagadas mediante tecnología BT-BOOSTER	Consolidar la capacidad productiva y expandir comercialmente selecciones Maulinas de avellano europeo de alta productividad (de la región del Maule), propagadas mediante tecnología BT-BOOSTER de SynergiaBio, protegiendo la propiedad intelectual de las selecciones y la tecnología empleada	2024.0	149905333	$284.336.624	$172.691.984		Producto	Agrícola (excepto cultivo de uvas)	No	Masculino	No	ODS2				Región del Maule	Mediana	2008-07-25 00:00:00	Servicios de ingeniería o de conocimiento								Sin tendencia
240	24CYE-256361	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76344105-9	TECNOLOGÍA TRANSFORMACIÓN Y CONTROL SPA	Internacionalizacion TTC Scan	Mejorar el actual TTC SCAN para cumplir los requerimientos de los distintos sectores productivos con un mejorado producto de base tecnológica que utiliza cámaras estereoscópicas, láser LIDAR e IA, para así escalar en el mercado nacional e introducirlo en el mercado internacional.	2024.0	150000000	$100.000.000	$100.000.000		Producto	Logística y Transporte	No	Femenino	No					Región del Biobío	Pequeña	2014-10-13 00:00:00	Comercio y retail								Sin tendencia
245	24CYE-256316	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76122233-3	SETOP S.A.	Validación y consolidación de la estrategia comercial de suplementos, con valor nutricional diferenciador para animales	Posicionar en el mercado nacional los suplementos nutricionales para mascotas y equinos Nutritalent y ArionMax e internacionalmente el Nutritalent, mediante una estrategia comercial para aumentar los ingresos de la empresa y sobre todo la nutrición de nuestras mascotas y equinos.	2024.0	78312270	$79.452.770	$53.908.400		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	No	ODS2				Región del Biobío	Grande	2010-11-22 00:00:00	Servicios empresariales administrativos y de apoyo								Sin tendencia
247	24CVIS-255935	Desarrolla innovación con I+D	Subsidio	Crea y Valida I+D+i Empresarial	Crea y Valida I+D+i Empresarial	VIGENTE	Persona Jurídica constituida en Chile	78021560-7	Petroquim S.A	PACKLIFE-PP: Desarrollo de un nuevo material en base a polipropileno de muy baja densidad reusable, para su uso en packaging en la industria de alimentos refrigerados	Desarrollar un nuevo material en base a polipropileno con resistencia en fundido y con capacidad de expansión para reducir la densidad de la pieza final a 20-30 g/l, con propiedades mecánicas, físicas y térmicas aptas para packaging en la industria de alimentos refrigerados con el fin de obtener un material innovador, reusable y sostenible que contribuya a la reducción del impacto ambiental de la industria de alimentos reemplazando el uso del Poliestireno expandido (EPS).Las especificaciones técnicas que, hoy en día, son utilizados en la industria del packaging en relación al material EPS (que se quiere reemplazar) y que vamos a emplear para marcar nuestra línea base del proyecto son las siguientes:o  Migración &lt; 10 mg / dm2 según Reglamento Nº10/2011 CEE.o  Coeficiente de Conductividad Térmica de 0,0373 W/ (mK) a 0ºCo  Requisitos de Resistencia a la compresión: 710 Kgo  Requisitos de Resistencia de Capacidad: 32 kg.o  Respecto a las especificaciones microbiológicas:§ Recuentos totales &lt;100.000 germ/cm2,§ Coliformes fecales = 0 germ/cm2§ Coliformes totales &lt;100 germ/ cm2§ Hongos &lt; 50 colonias /64 cm2El nuevo material deberá cumplir con las siguientes características: ·      Resistencia en fundido: para permitir su procesamiento por moldeo por inyección.·      Capacidad de expansión: para reducir la densidad de la pieza final a 20-30 g/l.·      Propiedades mecánicas: para soportar las cargas aplicadas durante el transporte y almacenamiento de los alimentos refrigerados.·      Propiedades físicas: para evitar la migración de contaminantes a los alimentos.·      Propiedades térmicas: para conservar la temperatura de los alimentos.·      Propiedades microbiológicas: para evitar la proliferación de microorganismos en los alimentos.	2024.0	156212000	$234.318.000	$123.438.000		Producto	Alimentos (excepto producción de vino y derivados)	No	Femenino	Sí	ODS13				Región del Biobío	Grande	1993-01-01 00:00:00	Química, caucho y plásticos (excepto industria farmacéutica)								Materiales Avanzados (Advanced Materials)
